"","fit","lwr","upr"
"87",9.12098977634342,9.06247664201884,9.17950291066801
"88",8.03795307309277,7.95057631338714,8.12532983279839
"89",9.06482242333638,9.0013595983926,9.12828524828016
"90",10.1056016956046,9.97591562975838,10.2352877614509
"91",8.00926706433756,7.95957236019012,8.058961768485
"92",8.67583751830756,8.61207814856252,8.7395968880526
"93",8.47006214674031,8.40409784797646,8.53602644550416
"94",8.55589672985055,8.48613249047808,8.62566096922302
"95",7.96130502788473,7.9031093083119,8.01950074745755
"96",10.1512869854878,10.023859951193,10.2787140197825
"97",7.91964019818311,7.87277059262763,7.9665098037386
"98",9.02116188799878,8.93565546496763,9.10666831102993
"99",9.56405623163242,9.48228634527808,9.64582611798675
"100",7.94165665235149,7.87155451198097,8.01175879272201
"101",8.55213113479042,8.49412192474648,8.61014034483436
"102",8.54031263086612,8.48876850911715,8.59185675261508
"103",7.90455257849862,7.83804708834917,7.97105806864806
"104",7.87084479912941,7.81951439065277,7.92217520760605
"105",8.50513267794909,8.45349079442181,8.55677456147636
"106",7.86446365181535,7.80679722686224,7.92213007676846
"107",8.48631708053782,8.43143030171256,8.54120385936307
"108",7.80203507886907,7.72949190521893,7.87457825251921
"109",9.24337178672035,9.16086920998179,9.32587436345892
"110",10.1470810866085,10.0602670371842,10.2338951360328
"111",8.02812451167312,7.96361664074063,8.09263238260561
"112",9.10124373574811,9.04885825957737,9.15362921191884
"113",8.03729874403471,7.97677208505796,8.09782540301146
"114",7.89676199272286,7.83700624248272,7.95651774296301
"115",8.55882480513427,8.50504964535502,8.61259996491353
"116",7.88435570965983,7.80374552253472,7.96496589678495
"117",7.8209040349993,7.74322014047101,7.8985879295276
"118",8.50963597021488,8.46629319147618,8.55297874895358
"119",9.00753778641913,8.9195597234893,9.09551584934896
"120",7.92714416734838,7.86696836370245,7.98731997099431
"121",8.59436235901391,8.53345596140014,8.65526875662769
"122",7.92569528390227,7.88294473984693,7.96844582795761
"123",8.61064997320823,8.5519786716465,8.66932127476995
"124",8.52862197966816,8.45962534954409,8.59761860979224
"125",8.44934485137009,8.37315250321412,8.52553719952605
"126",8.62963938404336,8.56579168001074,8.69348708807598
"127",7.93276733499778,7.8696803903525,7.99585427964306
"128",9.58412597799231,9.50437241592912,9.6638795400555
"129",9.15859534112644,9.10132098187396,9.21586970037893
"130",7.86065319438814,7.79491008888063,7.92639629989566
"131",8.62009978056831,8.55670849755939,8.68349106357723
"132",8.55348777795393,8.47842952230024,8.62854603360763
"133",8.50713697742202,8.45601087730487,8.55826307753916
"134",8.54478477898337,8.48958061817623,8.59998893979051
"135",8.03040653710811,7.95712867241553,8.1036844018007
"136",8.51848764145839,8.47123241520943,8.56574286770735
"137",7.98354538560588,7.93702155342904,8.03006921778272
"138",8.57432874671196,8.5141121993267,8.63454529409722
"139",10.2385488610352,10.1612164556188,10.3158812664516
"140",8.65632918970118,8.59683262603647,8.7158257533659
"141",8.95291533464585,8.86617325811514,9.03965741117656
"142",8.52336445979923,8.48043441264081,8.56629450695766
"143",8.64392295964669,8.57344263613645,8.71440328315692
"144",8.29115559160058,8.20263330444979,8.37967787875137
"145",8.34500854188354,8.26733628720508,8.42268079656201
"146",7.96140353400898,7.90776445654053,8.01504261147743
"147",7.96856022124567,7.90344613916498,8.03367430332636
"148",9.09704626902969,9.04905476928105,9.14503776877833
"149",9.13604249959287,9.07893620139882,9.19314879778693
"150",7.80860924747755,7.73698631386483,7.88023218109026
"151",8.51594110561662,8.46881187073839,8.56307034049486
"152",8.40768692899421,8.34316831499709,8.47220554299133
"153",8.54483583565013,8.48558630403685,8.60408536726342
"154",9.02203432583089,8.9030077758906,9.14106087577117
"155",9.63437979848413,9.56439583745072,9.70436375951753
"156",9.94823469096388,9.85077307998895,10.0456963019388
"157",8.48035893078534,8.41957107622503,8.54114678534564
"158",8.58712287905541,8.53989204299657,8.63435371511424
"159",8.52113293150779,8.43611441526397,8.6061514477516
"160",8.99279765308184,8.87866550796747,9.10692979819621
"161",8.53697551398125,8.4774052344182,8.5965457935443
"162",7.97538251597662,7.91691868084983,8.03384635110342
"163",9.13096850566768,9.06689035450368,9.19504665683168
"164",7.95813357712251,7.90410915516137,8.01215799908365
"165",8.50915870545685,8.4449782774106,8.5733391335031
"166",7.86278090682352,7.78172553265104,7.94383628099599
"167",8.54539626491719,8.50700646289031,8.58378606694407
"168",9.008253549084,8.94776595173731,9.0687411464307
"169",9.1162880335182,9.06449468722762,9.16808137980878
"170",8.59691362811363,8.53175973517431,8.66206752105295
"171",7.77233941839849,7.69846858798726,7.84621024880972
"172",8.02833582135405,7.97210340015714,8.08456824255096
"173",9.0725918491347,9.01811551228766,9.12706818598174
"174",8.65632230832574,8.57708815181445,8.73555646483703
"175",7.87133873791818,7.80344637426638,7.93923110156998
"176",7.81877086678184,7.73732143645232,7.90022029711135
"177",8.41116371719529,8.34410221804664,8.47822521634394
"178",9.10600561895811,9.03918313466711,9.17282810324912
"179",7.81407473723852,7.72630759343638,7.90184188104066
"180",8.51324930204006,8.44220416508366,8.58429443899646
"181",8.81894770567354,8.67194695174088,8.96594845960619
"182",7.9285860419036,7.85387364436296,8.00329843944423
"183",8.56051045863564,8.49697352090043,8.62404739637085
"184",8.00392074336109,7.96199739304025,8.04584409368192
"185",7.86073111447426,7.80151488293472,7.91994734601379
"186",7.88633759663289,7.8218772807121,7.95079791255369
"187",8.4582271932434,8.39906220122168,8.51739218526513
"188",9.75849431440318,9.68824146133521,9.82874716747115
"189",8.4854978612643,8.41840653952862,8.55258918299998
"190",8.05718554526323,7.99444672471232,8.11992436581413
"191",8.54573863527993,8.48428704240077,8.60719022815909
"192",8.48330538105248,8.41307166802941,8.55353909407556
"193",8.58095253900079,8.51194888795225,8.64995619004933
"194",7.86964624711689,7.80405900677063,7.93523348746315
"195",8.41431664354904,8.33937420360033,8.48925908349774
"196",7.91562374537245,7.86545631055753,7.96579118018736
"197",7.97850979875136,7.93794149193756,8.01907810556516
"198",10.1239172519525,10.0113140022512,10.2365205016538
"199",8.43923544148463,8.37226909917534,8.50620178379391
"200",7.93697537684001,7.87432048930704,7.99963026437297
"201",8.01842750221713,7.95453777256742,8.08231723186685
"202",8.59155854022204,8.52804142128164,8.65507565916244
"203",7.88297171059389,7.83389642597506,7.93204699521272
"204",8.44970582983744,8.38800200520437,8.51140965447051
"205",8.51951351114379,8.4655205666117,8.57350645567588
"206",9.81478139609722,9.71206132923435,9.91750146296009
"207",10.2742317388622,10.1937284584586,10.3547350192657
"208",8.53269599429542,8.46827283479892,8.59711915379193
"209",8.4880120988111,8.4156194488648,8.5604047487574
"210",8.51070401546196,8.44826604559404,8.57314198532988
"211",7.94610745000054,7.89131596355319,8.0008989364479
"212",7.87161063378117,7.81976265449567,7.92345861306666
"213",7.76878475735101,7.6806178496228,7.85695166507922
"214",8.68925911394036,8.6193480766524,8.75917015122831
"215",9.0002430945967,8.92928215878143,9.07120403041197
"216",9.20922631953021,9.12991782782289,9.28853481123754
"217",8.53051613044311,8.48324494915255,8.57778731173367
"218",7.99684976811061,7.93017807873888,8.06352145748235
"219",7.95374627200466,7.9038611145321,8.00363142947721
"220",8.44058945281565,8.37706719759637,8.50411170803493
"221",8.56851091592403,8.49954176431176,8.6374800675363
"222",8.49595135730722,8.41165635939945,8.58024635521498
"223",9.12590170043434,9.05956745054125,9.19223595032743
"224",8.51859274305374,8.45888313907659,8.5783023470309
"225",8.42909440393666,8.36535016318476,8.49283864468857
"226",8.5795647720869,8.53411963832594,8.62500990584785
"227",7.9799438021133,7.93257665438814,8.02731094983845
"228",7.81304061717156,7.73992271095183,7.8861585233913
"229",7.91289584971408,7.84487950376566,7.98091219566249
"230",8.3145402950946,8.23310769832339,8.39597289186581
"231",10.1250684341853,10.0504041510901,10.1997327172805
"232",8.562102675977,8.51128824051637,8.61291711143763
"233",8.49315979008877,8.42250432688688,8.56381525329066
"234",9.18514292750129,9.11627590805057,9.25400994695202
"235",7.91573028020233,7.85916285105311,7.97229770935155
"236",7.84880645527142,7.77974256778319,7.91787034275966
"237",8.10944373192287,8.04276181023916,8.17612565360658
"238",8.61845118135688,8.56272729963748,8.67417506307628
"239",8.51839603389642,8.45334562265064,8.5834464451422
"240",8.48194753274444,8.43878283702592,8.52511222846296
"241",8.45063669714279,8.37237290564325,8.52890048864232
"242",9.15516496554257,9.10638035572786,9.20394957535728
"243",9.14692873657834,9.06413508198444,9.22972239117223
"244",8.46824633805686,8.39191811580577,8.54457456030796
"245",9.24861201928096,9.18085740358885,9.31636663497307
"246",7.93006232508313,7.86017239865568,7.99995225151057
"247",8.55211143452897,8.49362094285205,8.61060192620588
"248",8.52799923150259,8.4525022657778,8.60349619722738
"249",9.06561798488338,9.00101624965155,9.13021972011521
"250",7.91424800710137,7.84349774184675,7.98499827235599
"251",8.93980873103188,8.87012425078445,9.00949321127931
"252",9.58347554971906,9.50053096914734,9.66642013029079
"253",8.51898481940724,8.45625930982114,8.58171032899334
"254",9.67766087303614,9.5772663129707,9.77805543310158
"255",7.92171861302381,7.86454654397583,7.97889068207179
"256",7.77009245273462,7.68898452234431,7.85120038312493
"257",7.88724861275926,7.80976382174303,7.96473340377548
"258",8.60626789558361,8.54206511083408,8.67047068033314
"259",9.52870801991233,9.44170860042646,9.61570743939819
"260",7.92590830112537,7.86676341542348,7.98505318682726
"261",9.17963370958448,9.09889761409356,9.26036980507539
"262",9.63707378246653,9.54572861740081,9.72841894753224
"263",8.41744044379646,8.36125269924237,8.47362818835055
"264",7.88816893090296,7.82018402063509,7.95615384117083
"265",7.9857369174556,7.90935869473882,8.06211514017237
"266",7.96436643625358,7.90479885038231,8.02393402212486
"267",8.04171665454721,7.99493815254243,8.088495156552
"268",8.43421676878662,8.36919315290756,8.49924038466569
"269",9.10823062670308,9.03759203371157,9.17886921969458
"270",9.70804385414959,9.63638327785752,9.77970443044166
"271",8.52738119137355,8.45289281953599,8.60186956321111
"272",8.48015292134673,8.42507796484445,8.53522787784901
"273",9.2467414533956,9.18214235275066,9.31134055404054
"274",8.54513410559243,8.49438138879862,8.59588682238624
"275",8.5838044691647,8.50537088216042,8.66223805616897
"276",8.52246557787653,8.46010141998473,8.58482973576833
"277",8.52332924401133,8.47901420619563,8.56764428182703
"278",8.06274974857436,7.99775536016999,8.12774413697873
"279",7.99727630111918,7.94061803061018,8.05393457162817
"280",8.57310769011053,8.51686045674213,8.62935492347892
"281",7.86736031811313,7.80891517252506,7.9258054637012
"282",8.44212215112093,8.377101601492,8.50714270074985
"283",8.46606933564474,8.41021073538717,8.52192793590232
"284",7.88853511591382,7.81440131291006,7.96266891891758
"285",8.55042138761909,8.49347638511601,8.60736639012217
"286",9.5428249944305,9.46619270668546,9.61945728217553
"287",7.93128671045717,7.86279973772951,7.99977368318484
"288",8.48866930849703,8.42949243289079,8.54784618410326
"289",7.85218508657905,7.79951193863055,7.90485823452756
"290",8.47686819461713,8.41409249058291,8.53964389865136
"291",7.87794357043427,7.81793819591525,7.93794894495329
"292",9.02943103492995,8.96384396049817,9.09501810936173
"293",7.96094933487527,7.89231700799311,8.02958166175742
"294",9.10088668073771,9.05027235206579,9.15150100940963
"295",7.95241828212791,7.87351313150272,8.03132343275311
"296",7.85358715980017,7.79001785790963,7.9171564616907
"297",9.1954343718246,9.1066777620276,9.2841909816216
"298",8.55436162618089,8.51271060039867,8.5960126519631
"299",7.95120829536797,7.90016089705096,8.00225569368498
"300",8.09181359899315,8.02227017105984,8.16135702692645
